epoch,train_loss,val_loss,roc_auc_score
0,0.41957422643899916,0.37710994482040405,0.7645813025112567
1,0.3479182588060697,0.37595605850219727,0.7506788748085226
2,0.33465806784729163,0.3304242789745331,0.7959546024230608
3,0.3262628166625897,0.3514728546142578,0.790604836837952
4,0.322525791178147,0.36007997393608093,0.7962679292577636
5,0.31512688162426156,0.3407585024833679,0.7807698556375621
6,0.31065085366368295,0.3549451529979706,0.7698556375620852
7,0.30839904462297757,0.3451704680919647,0.7937323028361881
8,0.3069992942363024,0.33993276953697205,0.7773232604558324
9,0.3017967779934406,0.3420305848121643,0.7912198858097758
10,0.29438117884099485,0.35974180698394775,0.781518358631574
11,0.2899385302513838,0.3521778881549835,0.7765283386714942
12,0.2906118213633696,0.3455413579940796,0.7914229680174535
13,0.2865783714254697,0.3491124212741852,0.7802476442463909
14,0.2785835977892081,0.42475757002830505,0.7745787494777886
15,0.2751722414294879,0.3787410259246826,0.7893863435918861
16,0.276990048289299,0.3482538163661957,0.7827252471800584
17,0.2686866757522027,0.3528902232646942,0.7781587986817065
18,0.2646660033365091,0.37911996245384216,0.7681613517151742
19,0.25938638210296633,0.3728373646736145,0.7780485540546814
20,0.25935849934816363,0.35585424304008484,0.7820811864642808
21,0.25011223651468756,0.3748026192188263,0.7713700505964813
22,0.2462086417277654,0.3806483745574951,0.7792264308592117
23,0.2371969870477915,0.3985365629196167,0.7686661560599731
24,0.23632815999289353,0.39317527413368225,0.7730237200018567
25,0.22761051406462987,0.3841343820095062,0.7740449333890358
26,0.22152863343556722,0.41169658303260803,0.7718110291045815
27,0.22234136313199998,0.3814164996147156,0.7743930743164833
28,0.2151223280777534,0.40423616766929626,0.7598059694564361
29,0.21180331925551096,0.4242900013923645,0.7745671447802072
30,0.2014860598742962,0.4498738944530487,0.7619180244162839
31,0.19866805194566647,0.4500992000102997,0.7637225548902196
32,0.1914268941928943,0.40324363112449646,0.7714802952235064
